CNPJ_FUNDO,DENOM_SOCIAL,TP_FUNDO,sub_cluster
38860801000108,,,1
38860836000139,,,1
38860877000125,,,1
38860913000150,,,1
38903455000190,,,1
38903533000156,,,1
38903564000107,,,1
38903595000168,,,1
38903617000190,,,1
38903685000159,,,1
38903722000129,,,1
38903759000157,,,1
38904441000190,,,1
38945561000136,,,1
38948507000144,,,1
38948616000161,,,1
38948658000100,,,1
38948743000160,,,1
38948814000125,,,1
38948845000186,,,1
38949009000116,OPUS ONE II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,FIDC,1
38949124000190,,,1
38954217000103,,,1
38971881000160,,,1
38971922000119,,,1
38971939000176,,,1
39150932000156,,,1
39151551000191,,,1
39152933000130,,,1
39152991000163,,,1
39153340000198,,,0
39226123000180,,,1
39226126000114,,,1
39226128000103,,,1
39226133000116,,,1
39227204000103,,,1
39227424000129,,,1
39240107000142,,,1
39240204000135,,,1
39240267000191,,,1
39240301000128,,,1
39240355000193,,,1
39240394000190,,,1
39240464000100,,,1
39247602000183,,,1
39254233000156,,,1
39254283000133,,,1
39254409000170,,,1
39254593000158,,,1
39254635000150,,,1
39255739000180,,,2
39255769000196,,,1
39255834000183,,,1
39255868000178,,,1
39256001000137,,,1
39256244000175,,,1
39258446000156,,,1
39258698000185,,,1
39258739000133,,,1
39267732000188,,,1
39270157000172,,,1
39272519000164,,,1
39272622000104,,,1
39272666000134,,,1
39272865000142,,,1
39272928000160,,,1
39281097000193,,,1
39281106000146,,,1
39281116000181,,,1
39281125000172,,,1
39281137000105,,,1
39285785000121,,,1
39285822000100,,,1
39285862000143,,,1
39286515000135,,,1
39286538000140,,,1
39286634000198,,,1
39286683000120,,,1
39293607000142,,,1
39293641000117,,,1
39293657000120,,,1
39293666000110,,,1
39293743000132,,,1
39293789000151,,,1
39303141000119,,,1
39303182000105,,,1
39303192000140,,,1
39314609000170,,,1
39316270000141,,,1
39316607000110,,,1
39316768000104,,,1
39316888000101,,,1
39317006000122,,,1
39317019000100,,,1
39317048000163,,,1
39322485000175,,,1
39322561000142,,,1
39322671000104,,,1
39330050000172,,,1
39330087000109,,,1
39330557000126,,,1
39331785000110,,,1
39331853000141,,,1
39337342000137,,,1
39337958000108,,,1
39344744000169,,,1
39344840000107,,,1
39344972000139,,,1
39345047000122,,,1
39345935000145,,,1
39346123000114,,,1
39354775000109,,,1
39354788000170,,,1
39354799000150,,,1
39354818000148,,,1
39354842000187,,,1
39362976000140,,,1
39363051000113,,,1
39363249000105,,,1
39363458000140,,,1
39371546000194,,,1
39371564000176,,,1
39375554000109,,,1
39377954000153,,,1
39378022000125,,,1
39378051000197,,,1
39379715000132,,,1
39379775000155,,,1
39379846000110,,,1
39380333000129,,,1
39380392000105,,,1
39401067000173,,,1
39401219000138,,,1
39413178000108,,,1
39429032000142,,,1
39429129000155,,,1
39429348000134,,,1
39429635000144,,,1
39430024000116,,,1
39430163000140,,,1
39430324000103,,,1
39432540000180,,,1
39432913000112,,,1
39436070000122,,,1
39456646000113,,,1
39466261000137,,,1
39466301000140,,,1
39466384000178,,,1
39466597000108,,,1
39466638000158,,,1
39466946000183,,,1
39469191000170,,,1
39470241000130,,,1
39471141000128,,,1
39471188000191,,,1
39471368000173,,,1
39471486000181,,,1
39471547000100,,,1
39485936000195,,,1
39486319000104,,,1
39486495000146,,,1
39487617000119,,,1
39488674000112,,,1
39488907000187,,,1
39489005000165,,,1
39489139000186,,,1
39490897000114,,,1
39491027000160,,,1
39502502000156,,,1
39502594000174,,,1
39503585000106,,,1
39503903000120,,,1
39504822000145,,,1
39505814000113,,,1
39509911000184,,,1
39511382000153,,,0
39511606000127,,,1
39511694000167,,,1
39511976000164,,,1
39512176000168,,,1
39518356000157,,,1
39518559000143,,,1
39518636000165,,,1
39518846000153,ARCOVERDE II FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO,FI,1
39521169000122,,,1
39528038000177,,,1
39540405000158,,,1
39540780000106,,,1
39545580000138,,,1
39545795000159,,,1
39556443000107,,,1
39560553000134,,,1
39560658000193,,,0
39560944000159,,,1
39562577000122,,,1
39566551000152,,,1
39566584000100,,,1
39566623000161,,,1
39566676000182,,,2
39566711000163,,,1
39566756000138,,,2
39566824000169,,,1
39568954000130,,,1
39572895000174,,,1
39572994000156,,,1
39573262000180,,,1
39573508000114,,,1
39573599000198,,,1
39573804000115,,,1
39573883000164,,,1
39580984000162,,,1
39586700000145,,,1
39586768000124,,,1
39586784000117,,,1
39594941000136,,,0
39598122000167,,,1
39598187000102,,,1
39598239000140,,,1
39599579000196,,,1
39599654000119,,,1
39600768000131,,,1
39602857000117,,,1
39602877000198,,,1
39618868000195,,,1
39619076000135,,,1
39642728000152,,,1
39642895000101,,,1
39642925000171,,,2
39643362000136,,,1
39643450000138,,,1
39665916000104,,,1
39668711000174,,,1
39668765000130,,,1
39668814000134,,,1
39669345000178,,,0
39670040000186,,,1
39682049000107,,,1
39682282000190,,,1
39682337000161,,,1
39682386000102,,,1
39687526000127,,,1
39687555000199,,,1
39687570000137,,,1
39687606000182,,,1
39687666000103,,,1
39687877000138,,,1
39687929000176,,,1
39703177000190,,,1
39703198000105,,,1
39703207000168,,,1
39703214000160,,,1
39723078000170,,,1
39723106000159,,,2
39723146000109,,,1
39723229000190,,,1
39723244000138,,,1
39723347000106,,,1
39723369000168,,,1
39723384000106,,,1
39723613000192,,,1
39723636000105,,,1
39723660000136,,,1
39725887000110,,,1
39725985000158,,,1
39726030000115,,,1
39726057000108,,,1
39731692000183,,,1
39737007000126,,,0
39737043000190,,,1
39737075000195,,,1
39737225000160,,,1
39741161000171,,,1
39741188000164,,,1
39741199000144,,,1
39753015000166,,,1
39753076000123,,,1
39753127000117,,,1
39753377000157,,,1
39768799000104,,,1
39768839000100,,,1
39768878000107,,,1
39769188000172,DCLD I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,FIDC,1
39773578000116,,,1
39773639000145,,,1
39773725000158,,,1
39773766000144,,,1
39774017000131,,,1
39774164000101,,,1
39774320000134,,,1
39774367000106,,,1
39774521000131,,,1
39793194000165,,,1
39794518000180,,,1
39794549000130,,,1
39794644000134,,,1
39794739000158,,,1
39800432000112,,,1
39800464000118,,,1
39800501000198,,,1
39800539000160,,,1
39800579000102,,,1
39800632000175,,,1
39806561000118,,,1
39807251000118,,,1
39807296000192,,,1
39807335000151,,,1
39807355000122,,,1
39807395000174,,,1
39809279000194,,,1
39816705000117,,,1
39816790000113,,,1
39816837000149,,,1
39817321000119,,,1
39817883000162,,,3
39818102000154,,,1
39818122000125,,,1
39818151000197,,,1
39834711000105,,,1
39834732000112,,,1
39835826000106,,,1
39836064000162,,,1
39846684000182,,,0
39846732000132,,,1
39846861000120,,,1
39851702000114,,,1
39851719000171,,,1
39851730000131,,,1
39851744000155,,,1
39851775000106,,,1
39851789000120,,,1
39851981000116,,,1
39857617000163,,,1
39862824000106,,,0
39862862000169,,,1
39862869000180,,,3
39863036000134,,,1
39876097000136,,,1
39876150000107,,,1
39876865000151,,,1
39895070000190,,,1
39895205000118,,,0
39895244000115,,,1
39895323000126,,,1
39895367000156,,,1
39895582000157,,,1
39895850000130,,,1
39913591000123,,,1
39913648000194,,,1
39913763000169,,,1
39913788000162,,,1
39913917000112,,,1
39914028000170,,,1
39914053000153,,,1
39914112000193,,,1
39914241000181,,,1
39937518000191,,,1
39937544000110,,,1
39937566000180,,,1
39943023000175,,,1
39943042000100,,,1
39958394000120,,,1
39958420000110,,,1
39958460000162,,,1
39958567000100,,,1
39959071000151,,,1
39959124000134,,,1
39959156000130,,,1
39959272000159,,,1
39959422000124,,,1
39959460000187,,,1
39959611000105,,,1
39959660000130,,,1
39959730000150,,,1
39959828000107,,,1
39959871000172,,,1
39959914000110,,,1
39964273000191,,,1
39964295000151,,,1
39964350000103,,,1
39970084000121,,,1
39970216000115,,,1
39973408000185,,,1
39973483000146,,,1
39973671000174,,,1
39973740000140,,,1
39973872000171,,,1
39973967000195,,,1
39974064000129,,,1
39974143000130,,,1
39974174000190,,,1
39974272000128,,,1
39977227000127,,,1
39977267000179,,,1
39977310000104,,,1
39977447000150,,,1
39977487000100,,,1
39977678000164,,,1
39978178000147,,,1
39978940000195,,,1
39990372000148,,,1
39990423000131,,,1
39990594000160,,,1
39990724000165,,,1
39991549000120,,,0
39991941000170,,,1
39992349000192,,,1
39992645000193,,,1
39992830000188,,,1
39992868000150,,,1
39992897000112,,,1
39992931000159,,,1
39992990000127,,,1
39993363000100,,,1
39993664000134,,,1
39996320000189,,,0
39996336000191,,,1
39996353000129,,,0
39996362000110,,,1
39997959000189,,,3
39997963000147,,,1
40005625000160,,,1
40005743000179,,,1
40005789000198,,,1
40005818000111,,,1
40005903000180,,,1
40005937000174,,,3
40006007000135,,,1
40006318000102,,,1
40006395000154,,,0
40008809000184,,,1
40009750000149,,,1
40021645000125,,,1
40021666000140,,,1
40021710000112,,,3
40021734000171,,,1
40021828000140,,,1
40021855000113,,,1
40022015000175,BB AÇÕES MIRAE ASSET ÁSIA GREAT CONSUMER INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO EM AÇÕES,FI,1
40022460000135,,,1
40022500000149,,,1
40022536000122,,,1
40022653000196,,,1
40022670000123,,,1
40023553000184,,,1
40023576000199,,,1
40023580000157,,,3
40023588000113,,,3
40023595000115,,,1
40040288000142,,,1
40040616000100,,,1
40040641000194,,,1
40040714000148,,,1
40041237000135,,,1
40054258000195,,,1
40054269000175,,,1
40054288000100,,,1
40054357000177,,,1
40054367000102,,,1
40054469000128,,,1
40054478000119,,,1
40054529000102,,,1
40054695000109,,,1
40054757000182,,,1
40054766000173,,,1
40054845000184,,,1
40063576000112,,,1
40067535000102,,,1
40067748000126,,,1
40101166000119,,,3
40101519000180,,,1
40101796000193,,,1
40101857000112,,,1
40102096000113,,,1
40102125000147,,,1
40102227000162,,,1
40102324000155,,,1
40102910000108,,,1
40103126000106,,,1
40108313000182,,,1
40122173000105,,,1
40127685000156,,,1
40129641000165,,,1
40140470000175,,,1
40140595000103,,,1
40140652000146,,,1
40140932000154,,,2
40140961000116,,,1
40140986000110,,,1
40141002000115,,,1
40141135000191,SUL AMÉRICA EVOLUTION FIC FIM  ÁGORA,FI,1
40141299000119,,,1
40141374000141,,,1
40141444000161,,,1
40141519000104,,,1
40141547000121,,,1
40141685000100,,,1
40141885000163,,,1
40142060000163,,,1
40142095000100,,,1
40151212000194,,,1
40151315000154,,,1
40151745000176,,,1
40152028000169,,,1
40152515000121,,,1
40152869000176,,,1
40152982000151,,,1
40153085000162,,,1
40154989000102,,,1
40156215000110,,,1
40156258000104,,,1
40156299000192,,,1
40156669000191,,,1
40156727000187,,,1
40170879000134,,,1
40170889000170,,,1
40170986000162,,,1
40171038000141,,,1
40171073000160,,,1
40171101000140,,,1
40182106000178,,,1
40182179000160,,,1
40187070000115,,,1
40187090000196,,,1
40187334000130,,,1
40188712000109,,,1
40188751000106,,,1
40189032000100,,,1
40189280000142,,,3
40189629000146,,,1
40190375000186,,,1
40190534000142,,,1
40190953000184,,,1
40190965000109,,,1
40190995000115,,,1
40191037000169,,,1
40191130000173,,,1
40194274000183,,,1
40194279000106,,,1
40194309000184,,,1
40194314000197,,,1
40204523000174,,,1
40204531000110,,,1
40204540000101,,,1
40204573000151,,,1
40204592000188,,,1
40204635000125,,,1
40204710000158,,,1
40209029000100,,,1
40209061000188,,,1
40209071000113,,,1
40209086000181,,,0
40209105000170,,,2
40209117000102,,,1
40209139000164,,,1
40209151000179,,,2
40209153000168,,,0
40209167000181,,,1
40209182000120,,,1
40209225000177,,,1
40209243000159,,,3
40209257000172,,,1
40209279000132,,,1
40209313000179,,,1
40209320000170,,,1
40209339000117,,,1
40209362000101,,,1
40209377000170,,,1
40209417000183,,,1
40209436000100,,,1
40209451000158,,,1
40209460000149,,,1
40209501000105,,,1
40209534000147,,,1
40209566000142,,,1
40209607000109,,,1
40209621000102,,,1
40209653000108,,,1
40209700000105,,,1
40210435000185,,,1
40212661000103,,,1
40212702000153,,,1
40212715000122,,,1
40212753000185,,,1
40212781000100,,,1
40212788000114,,,1
40212803000124,,,1
40212817000148,,,1
40212899000120,,,1
40212923000121,,,1
40212940000169,,,1
40213005000117,,,1
40213012000119,,,1
40213404000188,,,1
40219167000162,,,1
40219177000106,,,1
40219186000199,,,1
40219190000157,,,1
40219215000112,,,1
40219231000105,,,1
40225969000185,,,1
40226000000129,,,1
40226010000164,,,1
40226014000142,,,1
40226025000122,,,1
40226038000100,,,1
40226050000106,,,1
40226055000139,,,1
40226075000100,,,1
40226084000109,,,1
40226091000100,,,1
40226101000108,,,1
40226109000166,,,1
40226113000124,,,1
40226121000170,,,1
40226126000101,,,1
40226140000105,,,1
40226150000132,,,1
40226816000152,,,1
40226824000107,,,1
40265107000186,,,1
40265128000100,,,1
40265153000185,,,1
40265199000102,,,1
40265489000148,,,1
40265582000152,,,1
40265599000100,,,1
40265699000136,,,1
40266018000154,,,1
40266051000184,,,1
40269217000116,,,1
40269271000161,,,1
40269280000152,,,1
40296722000150,,,1
40319200000126,,,1
40319225000120,,,1
40319276000151,,,1
40319284000106,,,1
40319306000120,,,1
40319318000154,,,1
40334931000140,,,1
40345708000107,,,1
40345772000180,,,1
40345843000144,,,1
40345870000117,,,1
40345892000187,,,1
40345907000107,,,3
40345929000177,,,1
40345964000196,,,1
40345989000190,,,2
40366225000180,,,1
40386417000159,,,1
40386431000152,,,1
40386473000193,,,1
40386490000120,,,1
40386505000150,,,1
40413592000198,,,1
40413612000120,,,1
40413669000120,,,3
40413790000151,,,1
40413936000169,,,1
40428039000129,BTG PACTUAL ANDRÔMEDA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES,FITVM,1
40438389000176,,,1
40438419000144,,,1
40438531000185,,,1
40438556000189,,,1
40438651000182,,,1
40439280000153,,,1
40456216000180,,,1
40456260000190,,,1
40456283000103,,,1
40456434000115,,,0
40457506000149,,,1
40457859000149,,,1
40463869000197,,,1
40475292000133,,,1
40475385000168,,,1
40475472000115,,,1
40476059000175,,,1
40479429000128,CONTE GRANDE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO -  RESP LIMITADA,FIP,1
40498100000104,,,1
40498121000120,,,1
40498142000145,,,1
40498166000102,,,1
40498244000160,,,1
40498341000153,,,1
40498472000130,,,3
40498488000143,,,1
40498514000133,,,1
40498574000156,,,1
40502694000180,,,1
40502962000163,,,1
40503042000160,,,1
40503169000189,,,1
40507474000149,,,1
40507513000108,,,0
40526650000190,,,1
40526664000103,,,1
40526710000174,,,3
40526730000145,,,1
40526745000103,MANAGER KAPITALO NW3 PLUS  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,FI,1
40526764000130,,,1
40526783000166,,,1
40526801000100,,,1
40575693000165,,,1
40575765000174,,,1
40575794000136,,,1
40575834000140,,,1
40575889000150,,,1
40575910000117,,,1
40575978000104,,,1
40597472000198,,,1
40616111000141,,,3
40616132000167,,,1
40616164000162,,,1
40616180000155,,,3
40634794000160,,,1
40634854000144,,,1
40634864000180,,,1
40634878000101,,,1
40634952000181,,,1
40635009000193,,,1
40635018000184,,,1
40635035000111,,,1
40635061000140,,,3
40635079000141,,,3
40635093000145,,,1
40635100000109,,,1
40650535000122,,,1
40652724000134,,,1
40654849000101,,,1
40655014000168,,,1
40660810000199,,,1
40667499000100,,,1
40668627000130,,,1
40668849000152,,,3
40669341000179,,,1
40671706000108,,,1
40671799000162,,,1
40674516000136,,,1
40674790000105,,,1
40675261000126,,,1
40677666000101,,,3
40679129000192,,,2
40681526000107,,,1
40682081000171,,,1
40682105000192,,,1
40682131000110,,,1
40694524000144,,,1
40695974000151,,,1
40697729000183,,,1
40697810000163,,,1
40697917000101,G5 BR INFRA IV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FIDC,1
40698426000185,,,1
40698601000134,,,1
40715901000184,,,1
40716424000171,,,1
40716583000176,,,1
40725831000145,,,1
40726138000197,,,1
40726529000101,,,1
40727145000103,,,1
40727926000106,,,1
40729342000161,,,1
40730916000111,,,0
40755252000145,,,1
40755318000105,,,1
40764095000134,,,1
40764138000181,,,1
40772272000124,,,1
40772461000105,,,1
40773845000134,,,1
40774409000180,,,1
40774561000162,,,1
40774768000137,,,1
40774839000100,,,1
40775415000151,,,1
40778096000138,,,1
40778303000154,,,1
40778598000169,,,1
40779216000111,,,1
40779573000180,,,1
40779790000170,,,1
40780337000183,,,1
40780508000174,,,1
40780979000182,,,1
40781137000145,,,1
40781292000161,,,1
40781467000130,,,1
40781657000158,,,1
40783237000100,,,1
40792737000109,,,1
40793724000154,,,1
40795564000182,,,1
40796008000120,,,1
40799759000109,,,1
40800107000139,,,1
40801033000155,,,1
40801830000132,,,1
40811350000152,,,1
40811455000101,,,1
40812328000127,,,1
40812643000154,,,1
40813191000125,,,1
40813368000193,,,1
40813959000160,,,1
40814456000100,,,0
40814893000123,,,1
40815071000167,,,1
40815159000189,,,1
40815506000173,,,1
40815606000108,,,1
40826574000138,,,1
40829884000106,,,1
40830170000118,,,1
40830356000177,,,1
40830482000121,,,1
40831062000160,,,1
40832258000179,,,2
40832863000140,,,3
40841650000184,,,1
40881689000125,,,1
40881814000105,,,1
40881921000125,,,1
40882081000115,,,1
40882496000199,,,1
40883432000102,,,1
40884718000102,,,1
40885332000115,,,1
40885815000110,,,1
40886133000121,,,1
40896582000150,,,1
40896792000149,,,1
40897052000127,,,1
40897437000194,,,1
40897658000162,,,1
40899683000185,,,1
40901205000162,,,1
40902151000150,,,1
40903923000178,,,1
40904119000103,,,1
40904510000108,,,1
40904778000140,,,1
40904961000145,,,1
40905447000124,,,1
40905462000172,,,1
40905548000103,,,1
40905566000187,,,1
40905681000151,,,1
40910469000182,,,1
40910731000199,,,1
40911324000104,,,1
40912220000106,,,1
40914407000149,,,1
40914477000105,,,1
40914501000106,,,1
40914546000172,,,1
40916679000188,,,1
40917442000111,,,1
40917990000141,,,1
40919348000100,,,1
40919969000185,,,1
40920005000157,,,1
40920036000108,,,1
40920066000114,,,1
40920201000121,,,1
40920230000193,,,1
40920257000186,,,1
40920815000103,,,1
40920863000100,,,1
40920980000165,,,1
40921061000106,,,1
40921195000127,,,1
40921932000191,FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO EM AÇÕES MARAGOGI - RESP LIMITADA,FI,3
40921948000102,INOVAR FUNDO DE INVESTIMENTO MULTIMERCADO ATIVO II,FI,1
40932241000193,,,1
40935385000101,,,1
40936530000160,,,1
40938560000106,,,1
40938662000121,,,1
40942883000173,,,1
40943157000175,,,0
40943192000194,,,1
40946686000122,,,1
40946785000104,,,1
40946818000116,,,1
40950417000130,,,1
40953530000179,,,1
40954546000104,,,1
40954854000121,,,3
40955907000129,,,1
40955930000113,,,1
40962876000133,,,1
40963243000140,,,1
40963283000191,,,1
40963311000170,,,1
40963403000150,,,1
40969886000109,,,1
40969960000189,,,1
40970159000153,,,1
40970256000146,,,1
40970298000187,,,1
40977453000197,,,1
40978491000164,,,1
40978540000169,,,1
40978632000149,,,1
40979341000175,,,1
40981605000125,,,1
40981699000132,,,1
40981835000194,,,1
40982078000173,,,1
40982780000137,,,1
40982906000173,,,1
40982939000113,,,1
40982986000167,,,1
40983021000199,,,1
40988642000165,,,1
40992756000189,,,1
40993647000186,,,1
40994846000109,,,1
40996474000150,,,1
40996782000185,,,1
40996921000170,,,1
40998764000132,,,1
40999141000184,,,1
41000705000196,,,1
41002421000139,,,1
41012270000108,,,1
41012632000152,,,1
41012681000195,,,1
41033039000192,,,1
41033303000198,,,1
41033372000100,,,1
41033469000104,,,1
41033539000124,,,1
41033604000111,,,1
41033759000158,,,1
41033806000163,,,1
41035308000150,,,1
41035892000143,,,1
41035946000170,,,3
41035989000156,,,1
41036040000170,,,1
41036099000169,,,1
41036158000107,,,1
41036284000153,,,1
41045966000122,,,1
41054541000180,,,1
41054588000143,,,1
41054616000122,,,1
41054683000147,,,1
41054738000119,,,1
41054780000130,,,1
41054795000106,,,1
41054831000123,,,1
41054936000182,,,1
41054988000159,,,1
41055218000120,,,1
41055241000115,,,1
41063234000165,,,1
41063334000191,,,1
41063457000122,,,1
41063625000180,,,1
41065226000158,,,1
41065254000175,,,1
41065281000148,,,1
41075440000195,,,1
41075514000193,,,1
41075582000152,,,1
41075637000124,,,1
41075676000121,,,1
41075713000100,,,1
41081041000137,,,1
41081070000107,,,1
41081606000186,,,1
41081628000146,,,1
41082829000168,,,1
41082862000198,PALERMO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FI,1
41082908000179,,,1
41083018000181,,,1
41083033000120,,,1
41087645000190,,,1
41088059000160,,,1
41088110000134,,,1
41088640000182,,,1
41088728000102,,,1
41090889000122,,,1
41090953000175,,,1
41090990000183,,,1
41091044000151,,,1
41091092000140,,,1
41091111000138,MANAGER BAHIA AM MUTÁ S FIC FIM,FI,1
41096829000117,,,1
41097037000167,,,1
41098736000121,,,1
41098915000169,,,1
41098949000153,,,1
41099012000100,,,1
41099080000161,,,1
41111319000171,,,1
41111482000134,,,1
41111557000187,,,1
41112910000143,,,1
41113864000105,,,1
41113925000126,,,1
41113957000121,,,1
41114002000199,,,2
41114051000121,,,3
41124588000172,,,1
41124610000184,,,1
41124614000162,,,0
41124621000164,,,1
41124628000186,,,1
41124638000111,,,1
41127188000110,,,1
41127260000100,,,1
41127344000143,,,1
41127450000127,,,1
41128024000108,,,1
41128218000103,,,1
41128259000108,,,1
41128345000102,,,1
41128444000194,,,1
41132765000162,,,1
41132979000139,,,1
41140365000107,,,1
41140451000101,,,0
41140524000165,,,0
41140623000147,,,1
41141363000124,,,1
41143311000197,,,1
41153205000194,,,1
41153217000119,,,1
41153236000145,,,1
41153284000133,,,1
41153336000171,,,1
41153399000128,,,1
41163354000134,,,1
41163364000170,,,0
41163374000105,,,0
41163505000154,,,1
41163511000101,,,1
41163523000136,,,1
41163524000180,,,1
41163573000113,,,1
41163578000146,,,1
41166962000100,,,1
41167190000113,,,2
41185019000137,,,1
41185202000132,,,1
41185212000178,,,1
41185226000191,,,1
41195394000168,,,1
41195419000123,,,1
41195489000181,,,1
41195517000160,,,0
41195626000188,,,1
41196241000135,,,1
41196603000198,,,1
41196740000122,,,1
41196794000198,,,1
41197139000154,,,1
41200004000109,,,1
41200067000157,,,1
41200091000196,,,1
41200207000197,,,1
41200257000174,,,1
41200269000107,,,1
41215246000168,GIANT ZARATHUSTRA OSTRUM FIC DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LTDA,FI,1
41215295000109,,,1
41215368000154,,,1
41215430000108,,,1
41215472000149,,,1
41215493000164,,,1
41218633000158,CERUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FI,1
41224407000180,,,1
41235095000100,,,1
41235137000102,,,1
41235184000156,,,1
41240381000163,,,1
41249600000175,,,1
41250940000116,,,1
41250989000179,,,1
41251036000125,,,1
41252666000114,,,1
41252712000185,,,1
41255006000197,,,1
41255062000121,,,1
41255122000106,,,1
41256285000103,,,1
41256441000136,,,1
41256549000129,,,1
41256601000147,MISSOURI II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FIDC,1
41256733000179,,,1
41256755000139,,,1
41256771000121,,,0
41266085000131,,,1
41266158000195,,,1
41268887000180,,,1
41269079000138,,,1
41269328000195,,,1
41269359000146,,,1
41269708000120,,,1
41269760000186,,,1
41269785000180,,,1
41269818000191,,,1
41272437000161,,,1
41272508000126,,,1
41272558000103,,,1
41272615000154,,,1
41272854000104,,,1
41272876000174,,,1
41276103000166,,,1
41276107000144,,,1
41276125000126,,,1
41276126000170,,,1
41276133000172,,,1
41283020000102,,,1
41283095000185,,,1
41283181000198,,,1
41283495000190,,,1
41283527000158,,,1
41283554000120,,,1
41283579000124,,,0
41283622000151,,,0
41283661000159,,,1
41283682000174,,,1
41283716000120,,,1
41283741000104,,,1
41287424000166,,,1
41287474000143,,,1
41287497000158,,,1
41287506000100,,,1
41287603000101,,,1
41287689000164,,,1
41287704000174,,,1
41287719000132,,,1
41287734000180,,,1
41287866000102,,,1
41287925000142,,,1
41287933000199,,,1
41300431000150,,,1
41300556000180,,,1
41300579000195,,,1
41300683000180,,,1
41300875000196,,,1
41301020000180,,,1
41301066000107,,,1
41301133000185,,,3
41319866000147,,,0
41319909000194,,,1
41319939000109,,,1
41319970000131,,,1
41320023000160,,,1
41320248000117,,,1
41320291000182,,,1
41326036000147,,,1
41326095000115,,,1
41326144000110,,,1
41326223000120,,,1
41326314000166,,,1
41326338000115,,,1
41326350000120,,,1
41326368000121,,,1
41333093000153,,,1
41333223000158,,,1
41333289000148,,,1
41333328000107,,,1
41333416000109,,,1
41340960000188,,,1
41342497000103,,,1
41342624000174,,,1
41348601000177,,,1
41348664000123,,,1
41348781000197,,,1
41348826000123,,,1
41348869000109,,,1
41348917000169,,,1
41348963000168,,,1
41349015000147,,,1
41349054000144,,,1
41349164000106,,,1
41349195000167,,,1
41349221000157,,,1
41349248000140,,,1
41349413000163,,,1
41350689000161,,,1
41350721000109,,,1
41350793000156,,,1
41350894000127,,,1
41351565000109,,,1
41360083000107,,,1
41360096000186,,,1
41360141000100,,,1
41360154000171,,,1
41360175000197,,,1
41360184000188,,,1
41360263000199,,,1
41373588000106,,,1
41373593000119,,,1
41373608000149,,,1
41373619000129,,,1
41373629000164,,,1
41373641000179,,,1
41373649000135,,,1
41373672000120,,,1
41373698000178,,,1
41373706000186,,,1
41382460000109,,,0
41391014000160,,,1
41392016000174,,,1
41392136000171,,,1
41392169000111,,,1
41394877000191,,,1
41394902000137,,,1
41395018000117,,,1
41395100000141,,,1
41395147000105,,,1
41395162000153,,,1
41395193000104,,,1
41395248000186,,,1
41395280000161,,,1
41395293000130,,,1
41395322000164,,,1
41395356000159,,,1
41409602000184,,,1
41409630000100,WESTERN ASSET RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,FI,1
41409737000140,,,1
41409761000189,,,1
41409831000107,,,1
41409857000147,,,1
41409879000107,,,1
41409892000166,,,1
41409914000198,,,1
41409964000175,,,1
41409980000168,,,1
41423592000131,,,1
41423729000158,,,1
41423770000124,,,1
41423809000103,,,1
41423837000120,,,1
41423887000108,,,1
41424000000104,,,1
41424019000142,,,1
41424034000190,,,1
41424063000152,,,1
41424080000190,,,1
41424106000108,,,1
41424117000180,,,1
41424279000118,,,1
41451610000199,,,1
41460252000180,,,1
41483842000129,,,1
41483966000104,,,1
41486487000141,,,1
41487361000191,,,1
41491381000136,,,1
41491605000100,,,1
41491745000188,,,1
41498482000139,,,1
41504602000163,,,3
41505673000180,,,1
41512829000150,,,1
41514301000110,,,1
41517076000176,,,1
41517212000128,BAHIA AM MUTÁ S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,FI,1
41520199000166,,,1
41533755000139,,,1
41536282000123,,,1
41537104000117,,,1
41538891000111,,,1
41541894000104,,,1
41543671000186,,,1
41544075000110,,,1
41544386000180,,,1
41544447000109,,,1
41544993000140,,,1
41545043000130,,,1
41545099000194,,,1
41545124000130,,,1
41545212000131,,,1
41545290000136,,,1
41545433000100,,,1
41545467000102,,,1
41545488000110,,,1
41545510000121,,,1
41545586000157,,,1
41545780000132,,,1
41545795000109,,,1
41545897000116,,,1
41545913000170,,,1
41545928000139,,,1
41556860000193,,,1
41556926000145,,,1
