CNPJ_FUNDO,DENOM_SOCIAL,TP_FUNDO,CLASSE,CLASSE,cluster
36246557000154,,,,,0
36246590000184,,,,,0
36247102000153,,,,,0
36247150000141,,,,,0
36247487000159,,,,,0
36247540000111,,,,,0
36247593000132,,,,,0
36247640000148,,,,,0
36247749000185,,,,,0
36247795000184,,,,,0
36247838000121,,,,,0
36247862000160,,,,,0
36247991000159,,,,,0
36248247000179,,,,,0
36248266000103,BTG PACTUAL DISCOVERY INSTITUCIONAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,FI,Multimercado,Multimercados Livre,0
36248759000135,,,,,0
36248791000110,,,,,0
36248815000131,,,,,0
36248836000157,,,,,0
36248855000183,,,,,0
36248863000120,,,,,0
36248874000100,,,,,0
36248918000100,,,,,0
36249188000153,,,,,0
36249200000120,,,,,0
36249230000136,,,,,0
36249245000102,,,,,0
36249256000184,,,,,0
36249269000153,,,,,0
36249277000108,,,,,0
36249284000100,,,,,0
36249291000101,,,,,0
36249300000156,,,,,0
36249317000103,,,,,0
36249328000193,,,,,0
36249339000173,,,,,0
36249351000188,,,,,0
36249375000137,,,,,0
36249379000115,,,,,0
36249385000172,,,,,0
36259192000100,,,,,0
36262300000196,,,,,0
36262529000120,,,,,0
36262564000140,,,,,0
36295878000149,,,,,0
36318363000117,,,,,0
36318438000160,,,,,0
36318449000140,,,,,0
36318470000145,,,,,0
36318479000156,,,,,0
36318507000135,,,,,0
36318534000108,,,,,0
36318544000143,,,,,0
36318550000109,,,,,0
36318591000197,,,,,0
36326771000110,,,,,0
36326860000167,,,,,0
36326889000149,,,,,0
36326980000164,,,,,0
36326996000177,,,,,0
36327048000156,,,,,0
36327079000107,,,,,0
36327149000127,,,,,0
36327192000192,,,,,0
36327214000114,,,,,0
36327253000111,,,,,0
36327292000119,,,,,0
36327334000111,,,,,0
36327365000172,,,,,0
36327405000186,,,,,0
36327455000163,,,,,0
36327493000116,,,,,0
36327536000163,,,,,0
36327555000190,,,,,0
36327569000103,,,,,0
36327593000142,,,,,0
36327745000107,,,,,0
36327776000168,,,,,0
36346292000166,,,,,0
36346343000150,,,,,0
36346365000110,,,,,0
36346391000148,,,,,0
36346477000170,,,,,0
36347600000178,,,,,0
36347678000192,,,,,0
36347706000171,BANESTES INVEST PUBLIC AUTOMÁTICO FIF RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA,FIF,,,0
36347721000110,,,,,0
36347815000199,,,,,0
36347890000150,,,,,0
36348109000161,,,,,0
36348138000123,,,,,0
36348176000186,,,,,0
36348219000123,,,,,0
36348294000194,,,,,0
36348364000104,,,,,0
36348392000121,,,,,0
36348428000177,,,,,0
36348463000196,,,,,0
36348509000177,,,,,0
36348543000141,,,,,0
36349877000130,,,,,0
36350655000137,,,,,0
36350666000117,,,,,0
36351361000120,,,,,0
36351407000100,,,,,0
36352241000147,,,,,0
36352273000142,,,,,0
36352287000166,,,,,0
36352306000154,,,,,0
36352346000104,,,,,0
36352361000144,,,,,0
36352376000102,,,,,0
36352384000159,,,,,0
36352410000149,,,,,0
36352424000162,,,,,0
36352475000194,,,,,0
36352492000121,,,,,0
36352498000107,,,,,0
36352509000140,,,,,0
36352521000155,,,,,0
36352539000157,,,,,0
36352554000103,,,,,0
36352590000169,,,,,0
36352596000136,,,,,0
36352610000100,,,,,0
36352636000140,,,,,0
36352662000178,,,,,0
36352677000136,,,,,0
36352690000195,,,,,0
36352709000101,,,,,0
36352721000108,,,,,0
36352751000114,,,,,0
36352767000127,,,,,0
36368438000174,,,,,0
36368646000173,,,,,0
36368689000159,,,,,0
36380409000128,,,,,0
36397280000160,,,,,0
36399842000105,,,,,0
36399936000184,,,,,0
36400027000119,,,,,0
36400043000101,,,,,0
36400100000152,,,,,0
36400120000123,,,,,0
36400147000116,,,,,0
36400177000122,,,,,0
36400207000109,,,,,0
36400227000171,,,,,0
36400291000152,,,,,0
36400318000107,,,,,0
36400433000181,MANAGER NEST ABSOLUTE LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,FI,Multimercado,Multimercados L/S - Direcional,0
36401278000118,,,,,0
36420621000171,,,,,0
36420653000177,,,,,0
36420674000192,,,,,0
36428288000147,,,,,0
36428314000137,,,,,0
36428957000180,,,,,0
36429849000122,,,,,0
36436773000162,,,,,0
36436794000188,,,,,0
36436803000130,,,,,0
36436823000101,,,,,0
36436838000170,,,,,0
36436851000129,,,,,0
36436860000110,,,,,0
36436870000155,,,,,0
36436903000167,,,,,0
36436923000138,,,,,0
36436936000107,,,,,0
36436955000133,,,,,0
36439965000122,,,,,0
36440003000193,,,,,0
36440023000164,,,,,0
36440094000167,,,,,0
36440117000133,,,,,0
36440234000105,,,,,0
36440277000182,,,,,0
36440332000134,,,,,0
36440406000132,,,,,0
36440431000116,,,,,0
36440467000108,,,,,0
36443490000148,,,,,0
36443522000105,,,,,0
36443587000150,,,,,0
36445140000110,,,,,0
36484248000112,,,,,0
36484329000112,,,,,0
36492413000188,,,,,0
36492446000128,,,,,0
36492461000176,,,,,0
36498149000190,,,,,0
36498197000188,,,,,0
36498324000149,PS ADAM ADVANCED FI EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,0
36498388000140,,,,,0
36498594000150,,,,,0
36498633000119,,,,,0
36498670000127,,,,,0
36499040000177,,,,,0
36499357000103,,,,,0
36499392000122,,,,,0
36499448000149,,,,,0
36499460000153,,,,,0
36499594000174,,,,,0
36499616000104,,,,,0
36499625000197,,,,,0
36517797000146,,,,,0
36517830000138,,,,,0
36517858000175,,,,,0
36517882000104,,,,,0
36517954000113,,,,,0
36517971000150,,,,,0
36518029000107,,,,,0
36518051000157,,,,,0
36518079000194,,,,,0
36518103000195,,,,,0
36518167000196,,,,,0
36518187000167,,,,,0
36521616000155,,,,,0
36521632000148,,,,,0
36521640000194,,,,,0
36521658000196,,,,,0
36521667000187,,,,,0
36521676000178,,,,,0
36521686000103,,,,,0
36521693000105,,,,,0
36521702000168,,,,,0
36521721000194,,,,,0
36521727000161,,,,,0
36521733000119,,,,,0
36521750000156,,,,,0
36521762000180,,,,,0
36521777000149,,,,,0
36521791000142,,,,,0
36521795000120,,,,,0
36521802000194,KAPITALO GAIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,FI,Multimercado,Multimercados Macro,0
36521804000183,,,,,0
36532178000120,,,,,0
36544747000158,,,,,0
36552549000136,VERDE AM 60 SELECTION FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA,FI,Multimercado,Multimercados Macro,0
36554324000119,,,,,0
36554406000163,,,,,0
36554485000102,,,,,0
36601879000174,,,,,0
36601895000167,,,,,0
36601918000133,,,,,0
36601968000110,,,,,0
36615983000118,,,,,0
36617506000191,,,,,0
36617518000116,,,,,0
36617669000174,,,,,0
36617679000100,,,,,0
36617752000143,,,,,0
36617800000101,,,,,0
36617817000150,,,,,0
36617839000110,,,,,0
36617853000114,,,,,0
36619728000143,BLUE ALPHA B FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ÁGORA,FI,Multimercado,Multimercados Macro,0
36619752000182,,,,,0
36619783000133,,,,,0
36619802000121,,,,,0
36619844000162,,,,,0
36619937000197,,,,,0
36620025000135,,,,,0
36620088000191,,,,,0
36620118000160,ATLAS ONE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES ÁGORA,FI,Ações,Ações Livre,0
36620345000195,,,,,0
36620364000111,,,,,0
36620612000124,,,,,0
36620660000112,,,,,0
36620688000150,,,,,0
36620745000109,,,,,0
36620786000197,,,,,0
36620815000110,,,,,0
36620846000171,,,,,0
36620874000199,,,,,0
36620911000169,,,,,0
36620943000164,,,,,0
36620991000152,,,,,0
36643460000185,,,,,0
36643493000125,,,,,0
36643527000181,,,,,0
36655944000144,,,,,0
36656408000163,,,,,0
36656529000105,,,,,0
36656721000100,,,,,0
36656777000156,,,,,0
36671706000122,,,,,0
36671748000163,,,,,0
36671831000132,,,,,0
36671861000149,,,,,0
36671926000156,,,,,0
36672135000140,,,,,0
36672171000104,,,,,0
36672219000184,,,,,0
36693119000134,,,,,0
36693130000102,,,,,0
36703712000114,,,,,0
36703762000100,,,,,0
36703821000131,,,,,0
36703864000117,,,,,0
36724176000133,,,,,0
36727650000180,,,,,0
36727910000118,,,,,0
36727986000143,,,,,0
36728127000179,,,,,0
36729755000179,,,,,0
36729776000194,,,,,0
36729801000130,,,,,0
36729859000183,,,,,0
36729882000178,,,,,0
36741090000119,,,,,0
36741133000166,,,,,0
36764134000126,,,,,0
36771013000101,,,,,0
36771076000168,,,,,0
36771600000109,,,,,0
36771708000193,,,,,0
36771719000173,,,,,0
36771728000164,,,,,0
36775910000193,,,,,0
36775982000130,,,,,0
36775996000154,,,,,0
36776013000102,,,,,0
36776025000129,,,,,0
36776046000144,,,,,0
36776059000113,,,,,0
36813292000129,,,,,0
36814743000142,,,,,0
36820361000121,,,,,0
36821794000100,,,,,0
36828584000135,,,,,0
36828620000160,,,,,0
36828894000150,,,,,0
36828933000119,,,,,0
36847052000145,,,,,0
36854581000176,,,,,0
36857756000107,,,,,0
36858007000196,,,,,0
36858224000186,,,,,0
36863176000114,,,,,0
36863750000134,,,,,0
36863807000103,,,,,0
36863845000158,,,,,0
36863890000102,,,,,0
36874409000184,,,,,0
36874628000163,,,,,0
36875152000185,,,,,0
36875188000169,,,,,0
36875272000182,,,,,0
36875563000170,,,,,0
36875602000130,,,,,0
36876030000103,,,,,0
36876565000184,,,,,0
36878815000115,,,,,0
36878914000105,,,,,0
36880670000197,QUEIROZ INVESTIMENTOS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,0
36881596000123,,,,,0
36881620000124,,,,,0
36886028000115,ALEPO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,FIDC,FIDC-NP,,0
36886256000195,,,,,0
36886292000159,,,,,0
36886327000150,,,,,0
36886352000133,,,,,0
36886385000183,,,,,0
36896028000104,,,,,0
36896565000146,,,,,0
36896616000130,,,,,0
36896684000107,,,,,0
36918451000150,,,,,0
36935458000180,,,,,0
36935494000143,,,,,0
36935858000195,ZEFIROS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,FIDC,FIDC-NP,,0
36941622000161,,,,,0
36945569000177,,,,,0
36947582000165,,,,,0
36947635000148,,,,,0
36953017000100,,,,,0
36954008000134,,,,,0
36954454000149,,,,,0
36954496000180,,,,,0
36954526000158,,,,,0
36956337000114,,,,,0
36956387000100,,,,,0
36956426000160,,,,,0
36956446000131,,,,,0
36956479000181,,,,,0
36956812000152,,,,,0
36958195000124,,,,,0
36958226000147,,,,,0
36965268000105,,,,,0
36965294000133,,,,,0
36965337000180,,,,,0
36966636000130,,,,,0
36966666000146,,,,,0
36966702000171,,,,,0
36966890000138,,,,,0
36966920000106,,,,,0
36976640000189,,,,,0
36976749000116,,,,,0
36976786000124,,,,,0
36976820000160,,,,,0
36976857000199,MARMAIMEL FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO,FI,Multimercado,Multimercados Invest. no Exterior,0
36977246000165,,,,,0
36978726000140,,,,,0
36980723000141,,,,,0
36980755000147,,,,,0
36980813000132,,,,,0
36986385000155,SAFRA PREV TOTAL RETURN IQ FIF PREVIDENCIÁRIO CI MULTIMERCADO CRÉDITO PRIVADO PREV RESP LIMITADA,FI,Multimercado,Previdência Multimercado Livre,0
36986467000108,SAFRA PREV TOTAL RETURN IQ FIF PREVIDENCIÁRIO CIC MULTIMERCADO CRÉDITO PRIVADO PREV RESP LIMITADA,FI,Multimercado,Previdência Multimercado Livre,0
36986488000115,,,,,0
36986672000165,,,,,0
36986717000100,,,,,0
36986752000110,,,,,0
36986777000114,,,,,0
36986798000130,,,,,0
36986851000100,,,,,0
36988835000149,,,,,0
36988916000149,,,,,0
36988981000174,,,,,0
36992919000156,,,,,0
36996656000153,,,,,0
36996913000157,,,,,0
37008320000106,,,,,0
37008365000172,,,,,0
37008378000141,,,,,0
37008548000198,,,,,0
37008633000156,,,,,0
37008673000106,,,,,0
37008704000110,,,,,0
37008772000180,,,,,0
37009349000102,,,,,0
37009380000135,,,,,0
37011315000144,,,,,0
37011361000143,,,,,0
37011641000151,,,,,0
37012270000122,,,,,0
37012958000102,,,,,0
37013129000144,,,,,0
37013332000110,,,,,0
37013446000160,,,,,0
37013480000135,,,,,0
37018145000120,,,,,0
37018202000170,,,,,0
37019430000165,,,,,0
37021564000110,,,,,0
37036451000199,G&G FUNDO DE INVESTIMENTO FINANCEIRO,FIDC,FIDC-NP,,0
37037374000191,,,,,0
37037432000187,,,,,0
37037502000105,,,,,0
37037679000101,,,,,0
37037866000187,,,,,0
37037999000153,,,,,0
37041238000175,,,,,0
37041342000160,,,,,0
37041681000146,,,,,0
37041842000100,,,,,0
37041947000150,,,,,0
37042136000174,,,,,0
37052390000153,,,,,0
37052397000175,,,,,0
37052449000103,,,,,0
37052702000129,,,,,0
37052998000188,,,,,0
37053502000190,,,,,0
37053678000142,ACTIUM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,FIDC,FICFIDC-NP,,0
37058929000181,,,,,0
37059085000193,,,,,0
37066850000100,,,,,0
37067209000182,,,,,0
37067920000137,,,,,0
37069872000116,,,,,0
37069932000109,,,,,0
37069981000133,,,,,0
37073307000122,,,,,0
37073344000130,,,,,0
37073352000187,,,,,0
37073393000173,,,,,0
37073431000198,,,,,0
37073463000193,,,,,0
37073492000155,,,,,0
37073963000125,,,,,0
37092411000164,,,,,0
37092698000122,,,,,0
37092980000100,,,,,0
37093047000157,,,,,0
37093314000196,,,,,0
37093442000130,,,,,0
37093445000173,,,,,0
37093744000108,,,,,0
37098710000106,,,,,0
37098846000116,,,,,0
37098871000108,,,,,0
37098885000113,,,,,0
37098935000162,,,,,0
37099037000129,,,,,0
37099054000166,,,,,0
37099085000117,,,,,0
37108062000121,,,,,0
37108124000103,,,,,0
37108151000178,,,,,0
37110110000116,,,,,0
37110266000105,,,,,0
37110309000144,,,,,0
37110516000107,,,,,0
37110572000133,,,,,0
37110643000106,,,,,0
37116138000160,,,,,0
37116197000139,,,,,0
37116220000195,,,,,0
37116296000110,,,,,0
37116319000197,,,,,0
37116351000172,,,,,0
37116385000167,,,,,0
37122145000175,,,,,0
37122336000137,,,,,0
37122624000191,,,,,0
37122929000101,,,,,0
37124118000131,,,,,0
37124143000115,,,,,0
37124157000139,,,,,0
37128109000119,,,,,0
37128202000123,,,,,0
37164676000120,,,,,0
37174205000101,,,,,0
37174238000143,,,,,0
37174262000182,,,,,0
37179044000130,,,,,0
37179079000170,,,,,0
37179120000108,,,,,0
37179162000149,,,,,0
37179245000138,,,,,0
37179339000107,,,,,0
37179395000141,,,,,0
37179450000101,,,,,0
37179518000144,,,,,0
37204746000127,,,,,0
37204754000173,,,,,0
37204759000104,,,,,0
37204764000109,,,,,0
37204791000181,,,,,0
37204800000134,,,,,0
37204806000101,,,,,0
37204827000127,,,,,0
37227760000146,,,,,0
37227781000161,,,,,0
37227791000105,,,,,0
37228338000105,,,,,0
37229215000199,,,,,0
37230938000108,,,,,0
37231005000135,,,,,0
37231046000121,,,,,0
37231240000107,,,,,0
37231262000177,,,,,0
37231455000128,,,,,0
37235518000114,,,,,0
37235748000183,,,,,0
37235773000167,,,,,0
37235820000172,,,,,0
37235861000169,,,,,0
37235948000136,,,,,0
37235981000166,,,,,0
37240404000162,,,,,0
37240569000134,,,,,0
37240599000140,,,,,0
37240631000198,,,,,0
37240657000136,,,,,0
37240673000129,,,,,0
37240709000174,,,,,0
37240838000162,,,,,0
37240874000126,,,,,0
37240914000130,,,,,0
37242190000163,,,,,0
37242288000110,,,,,0
37242321000102,,,,,0
37242345000161,,,,,0
37242677000146,,,,,0
37243087000138,,,,,0
37243130000165,,,,,0
37243154000114,,,,,0
37243191000122,,,,,0
37243703000150,,,,,0
37243770000175,,,,,0
37247949000109,,,,,0
37248090000144,,,,,0
37248108000108,,,,,0
37248132000147,,,,,0
37251421000103,,,,,0
37253989000155,,,,,0
37254045000100,,,,,0
37254061000195,,,,,0
37254131000105,,,,,0
37254163000100,,,,,0
37255480000141,,,,,0
37257281000172,,,,,0
37257316000173,,,,,0
37258197000173,,,,,0
37258318000187,,,,,0
37258362000197,,,,,0
37258432000107,,,,,0
37258625000168,,,,,0
37258646000183,,,,,0
37262972000164,,,,,0
37265082000106,,,,,0
37265158000101,,,,,0
37265183000187,,,,,0
37266789000137,,,,,0
37266832000164,,,,,0
37266971000198,,,,,0
37267042000101,,,,,0
37267094000170,,,,,0
37267132000194,,,,,0
37267156000143,,,,,0
37267191000162,,,,,0
37267223000120,,,,,0
37278433000113,,,,,0
37278450000150,,,,,0
37278510000135,,,,,0
37278625000120,,,,,0
37278655000136,BRASIL CAPITAL FAMÍLIA PREVIDÊNCIA FUNDO DE INVESTIMENTO EM AÇÕES,FI,Ações,Ações Índice Ativo,0
37278685000142,,,,,0
37279388000111,,,,,0
37279427000180,,,,,0
37279513000193,GALAPAGOS ICATU DARWIN PREVIDÊNCIA GLOBAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,FI,Multimercado,Previdência Multimercado Livre,0
37280124000188,,,,,0
37280163000185,,,,,0
37280206000122,,,,,0
37280235000194,,,,,0
37280263000101,,,,,0
37282299000124,,,,,0
37282459000135,,,,,0
37284388000100,,,,,0
37287382000196,,,,,0
37287419000186,,,,,0
37287572000103,,,,,0
37287622000152,,,,,0
37298350000196,,,,,0
37298928000104,,,,,0
37299026000192,,,,,0
37299261000164,,,,,0
37300397000147,,,,,0
37306443000115,,,,,0
37306507000188,,,,,0
37306536000140,,,,,0
37306612000117,,,,,0
37306738000191,,,,,0
37306964000172,,,,,0
37307077000119,,,,,0
37307475000135,,,,,0
37307534000175,,,,,0
37308317000108,,,,,0
37308394000150,,,,,0
37310314000109,,,,,0
37310657000165,,,,,0
37310847000182,CAPITAL RS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,FIDC,FIDC-NP,,0
37311726000155,,,,,0
37313900000107,,,,,0
37319367000182,,,,,0
37319460000197,,,,,0
37319496000170,,,,,0
37319827000172,,,,,0
37319862000191,,,,,0
37319911000196,,,,,0
37319949000169,,,,,0
37320765000119,,,,,0
37320831000150,,,,,0
37322048000126,,,,,0
37322097000169,,,,,0
37324862000180,,,,,0
37331175000191,,,,,0
37331214000150,,,,,0
37331231000198,,,,,0
37331264000138,,,,,0
37331285000153,,,,,0
37331299000177,,,,,0
37331322000123,,,,,0
37331342000102,,,,,0
37331365000109,,,,,0
37332430000110,,,,,0
37332474000140,,,,,0
37332530000147,,,,,0
37332601000101,,,,,0
37332819000166,,,,,0
37333066000103,SAFRA PREV VEJIM II FIF PREVIDENCIÁRIO CIC MULTIMERCADO CRÉDITO PRIVADO PREV RESP LIMITADA,FI,Multimercado,Previdência Multimercado Livre,0
37333215000134,,,,,0
37333734000100,,,,,0
37333779000177,,,,,0
37333875000115,,,,,0
37333930000177,,,,,0
37333961000128,,,,,0
37333999000109,,,,,0
37334028000175,,,,,0
37334061000103,,,,,0
37334118000166,,,,,0
37347946000139,,,,,0
37347996000116,,,,,0
37348021000102,,,,,0
37348037000115,,,,,0
37348061000154,,,,,0
37348087000100,,,,,0
37348103000157,,,,,0
37348143000107,,,,,0
37348176000149,,,,,0
37351284000170,,,,,0
37351324000184,,,,,0
37355272000114,,,,,0
37355327000196,,,,,0
37355378000118,,,,,0
37355533000104,,,,,0
37355605000105,,,,,0
37355672000120,,,,,0
37356881000198,,,,,0
37356918000188,,,,,0
37361858000191,,,,,0
37366939000184,,,,,0
37367003000178,,,,,0
37367039000151,,,,,0
37367078000159,,,,,0
37367751000150,,,,,0
37367803000199,,,,,0
37367841000141,,,,,0
37367891000129,,,,,0
37367932000187,,,,,0
37367980000175,,,,,0
37368078000173,,,,,0
37368116000198,,,,,0
37368165000120,,,,,0
37376503000176,YGGDRASIL FUNDO DE INVESTIMENTO  MULTIMERCADO - CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,0
37379155000190,,,,,0
37379364000134,,,,,0
37380811000175,,,,,0
37381637000185,,,,,0
37388215000131,,,,,0
37388260000196,HAMMAR FUNDO DE INVESTIMENTO FINANCEIRO,FIP,FIP Multi,,0
37388322000160,,,,,0
37388333000140,,,,,0
37396696000127,,,,,0
37396722000117,PRINCIPAL CLARITAS XP TOTAL RETURN PREVIDÊNCIA FIFE FUNDO DE INVESTIMENTO MULTIMERCADO,FI,Multimercado,Previdência Multimercado Livre,0
37396759000145,,,,,0
37396828000110,PRINCIPAL CLARITAS XP SEGUROS TOTAL RETURN PREVIDÊNCIA FIE FIC DE FUNDOS DE INVESTIMENTOS MULT,FI,Multimercado,Previdência Multimercado Livre,0
37396932000105,,,,,0
37404820000159,,,,,0
37404832000183,,,,,0
37404867000112,,,,,0
37405108000174,,,,,0
37405165000153,,,,,0
37405187000113,,,,,0
37405212000169,,,,,0
37406746000100,,,,,0
37406920000114,,,,,0
37414159000162,,,,,0
37428217000107,,,,,0
37428260000172,,,,,0
37428823000122,,,,,0
37429324000150,,,,,0
37429375000181,,,,,0
37429540000103,,,,,0
37429725000100,,,,,0
37437010000107,,,,,0
37439845000198,,,,,0
37439899000153,,,,,0
37439967000184,,,,,0
37440015000180,,,,,0
37440121000164,,,,,0
37440165000194,,,,,0
37440769000130,,,,,0
37443361000112,,,,,0
37443548000116,,,,,0
37443599000148,,,,,0
37452344000141,,,,,0
37452388000171,,,,,0
37452759000115,,,,,0
37452819000108,,,,,0
37454321000176,,,,,0
37457182000134,,,,,0
37467376000110,,,,,0
37467427000104,MAG BALDER FUNDO DE INVESTIMENTO MULTIMERCADO,FI,Multimercado,Multimercados Livre,0
37467474000158,,,,,0
37467515000106,,,,,0
37467600000174,,,,,0
37467645000149,,,,,0
37483037000128,,,,,0
37483089000102,,,,,0
37483133000176,,,,,0
37483144000156,,,,,0
37483238000125,,,,,0
37487351000189,,,,,0
37487439000109,,,,,0
37487500000100,,,,,0
37487547000173,,,,,0
37487612000160,,,,,0
37487768000141,,,,,0
37487877000169,,,,,0
37489109000144,,,,,0
37489180000127,,,,,0
37495195000106,,,,,0
37495352000175,,,,,0
37495383000126,,,,,0
37503400000120,,,,,0
37503473000111,,,,,0
37503518000158,,,,,0
37504028000176,,,,,0
37504085000155,,,,,0
37510387000136,,,,,0
37510628000147,,,,,0
37510734000120,,,,,0
37510960000101,GIANT SIGMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ÁGORA,FI,Multimercado,Multimercados Livre,0
37511023000170,,,,,0
37511070000114,,,,,0
37511173000184,,,,,0
37511911000193,,,,,0
37513129000103,,,,,0
37514855000140,,,,,0
37514937000195,,,,,0
37514976000192,,,,,0
37515014000158,,,,,0
37525819000182,,,,,0
37525998000158,,,,,0
37526048000148,,,,,0
37526278000107,,,,,0
37526554000137,,,,,0
37526588000121,,,,,0
37527106000158,,,,,0
37527569000110,,,,,0
37532565000120,ITAMARACA FI EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,FI,Multimercado,Multimercados Invest. no Exterior,0
37532786000106,,,,,0
37532821000189,,,,,0
37532896000160,,,,,0
37539419000126,,,,,0
37539489000184,,,,,0
37539519000152,,,,,0
37539581000144,,,,,0
37539994000129,,,,,0
37540016000105,,,,,0
37540038000167,,,,,0
37540084000166,,,,,0
37541316000109,,,,,0
37541342000129,,,,,0
37541379000157,,,,,0
37541412000149,,,,,0
37541542000181,,,,,0
37552904000130,,,,,0
37552975000132,,,,,0
37553253000100,,,,,0
37553317000165,,,,,0
37553464000135,,,,,0
37553499000174,,,,,0
37554220000177,,,,,0
37554255000106,,,,,0
37554307000144,,,,,0
37554346000141,,,,,0
37554393000195,,,,,0
37554478000173,,,,,0
37555061000125,,,,,0
37555088000118,,,,,0
37555105000117,,,,,0
37555124000143,,,,,0
37555151000116,,,,,0
37555170000142,,,,,0
37555192000102,,,,,0
37555214000134,,,,,0
37555290000140,,,,,0
37557820000199,,,,,0
37558035000150,,,,,0
37563720000175,,,,,0
37564486000109,,,,,0
37564685000109,MANAGER JSS SUSTAINABLE EQUITY FUTURE HEALTH USD FUNDO DE INVESTIMENTO MULTIMERCADO IE,FI,Multimercado,Multimercados Invest. no Exterior,0
37564839000162,,,,,0
37565155000185,,,,,0
37565243000187,,,,,0
37565324000187,,,,,0
37567174000140,,,,,0
37567202000120,,,,,0
37567326000105,,,,,0
37567352000133,,,,,0
37567365000102,,,,,0
37567399000105,,,,,0
37569645000150,,,,,0
37569678000108,,,,,0
37569846000157,,,,,0
37569931000115,,,,,0
37569990000193,,,,,0
37570154000129,,,,,0
37571475000148,,,,,0
37577028000104,,,,,0
37577063000115,,,,,0
37577173000187,,,,,0
37577218000113,,,,,0
37577371000140,,,,,0
37577523000105,,,,,0
37577675000108,,,,,0
37583188000158,,,,,0
37584079000155,,,,,0
37590561000106,,,,,0
37591185000166,,,,,0
37591275000157,,,,,0
37591444000159,,,,,0
37592231000141,CARAVELA VC I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,FI,Multimercado,Multimercados Livre,0
37606527000174,,,,,0
37606634000100,,,,,0
37608715000131,,,,,0
37608764000174,,,,,0
37623383000164,,,,,0
37623464000164,,,,,0
37623549000142,,,,,0
37623588000140,,,,,0
37623616000129,,,,,0
37626598000139,,,,,0
37626651000100,,,,,0
37626750000183,,,,,0
37626796000100,,,,,0
37626895000184,,,,,0
37627843000122,,,,,0
37627900000173,,,,,0
37627950000150,,,,,0
37645515000159,,,,,0
37645550000178,,,,,0
37646439000104,,,,,0
37649607000107,,,,,0
37649652000161,,,,,0
37649673000187,,,,,0
37649691000169,,,,,0
37649713000190,,,,,0
37649728000159,,,,,0
37650394000133,,,,,0
37650426000109,,,,,0
37650461000110,,,,,0
37650770000190,,,,,0
37650802000157,,,,,0
37650998000180,HSI FEEDER I SPECIAL OPPORTUNITIES III - FUNDO DE INVESTIMENTO FINANCEIRO,FIP,FIP Multi,,0
37651083000199,,,,,0
37651140000130,,,,,0
37651174000124,,,,,0
37651230000120,,,,,0
37653673000150,,,,,0
37653701000130,,,,,0
37653910000183,,,,,0
37660648000102,,,,,0
37663066000171,,,,,0
37663329000142,,,,,0
37663456000141,,,,,0
37663536000105,,,,,0
37663616000152,,,,,0
37669290000170,,,,,0
37680936000110,,,,,0
37680982000110,,,,,0
37681022000174,,,,,0
37681077000184,,,,,0
37681117000198,,,,,0
37681176000166,,,,,0
37681227000150,,,,,0
37681265000102,,,,,0
37681308000150,,,,,0
37683508000141,,,,,0
37695607000143,,,,,0
37695654000197,,,,,0
37695697000172,,,,,0
37695837000102,,,,,0
37695866000174,,,,,0
37695914000124,,,,,0
37695975000191,,,,,0
37703536000183,,,,,0
37703644000156,,,,,0
37706676000105,,,,,0
37714624000180,,,,,0
37714835000113,,,,,0
37715244000160,,,,,0
37715302000156,,,,,0
37715344000197,,,,,0
37715390000196,,,,,0
37715452000160,,,,,0
37715506000197,,,,,0
37715552000196,,,,,0
37719396000131,,,,,0
